petition_id,county,year,title,title_date,reference,ll_img,head,id
55,Derbyshire,1695,Derbyshire Quarter Sessions: 1690s,1695,Q/SB/2/524,,Hellin Staley of Wirksworth. Q/SB/2/524 (1695),155241.xml
72,Derbyshire,1695,Derbyshire Quarter Sessions: 1690s,1695,Q/SB/2/1305,,"George Fletcher late of Derby, apothecary. Q/SB/2/1305 (1695)",155241.xml
56,Derbyshire,1696,Derbyshire Quarter Sessions: 1690s,1696,Q/SB/2/525,,"James Cowper of Bagghousess, a prisoner for debt. Q/SB/2/525 (1696)",155241.xml
57,Derbyshire,1699,Derbyshire Quarter Sessions: 1690s,1699,Q/SB/2/560,,Ralph Higget of Worksworth. Q/SB/2/560 (1699),155241.xml
80,Derbyshire,1701,Derbyshire Quarter Sessions: 1700s,1701,Q/SB/2/670,,Margaret Holmes of Kire Ireton. Q/SB/2/670 (1701),155242.xml
81,Derbyshire,1704,Derbyshire Quarter Sessions: 1700s,1704,Q/SB/2/687,,Thomas Dauson of Chatson. Q/SB/2/687 (1704),155242.xml
82,Derbyshire,1708,Derbyshire Quarter Sessions: 1700s,1708,Q/SB/2/691,,Samuell Bennett of Biggin. Q/SB/2/691 (1708),155242.xml
83,Derbyshire,1708,Derbyshire Quarter Sessions: 1700s,1708,Q/SB/2/692,,"Frances Foxlowe of Taddington, widow. Q/SB/2/692 (1708)",155242.xml
84,Derbyshire,1708,Derbyshire Quarter Sessions: 1700s,1708,Q/SB/2/693,,"Mary Hays of Hartington, widow. Q/SB/2/693 (1708)",155242.xml
85,Derbyshire,1708,Derbyshire Quarter Sessions: 1700s,1708,Q/SB/2/694,,Francis Glover of Sheppard Flatt. Q/SB/2/694 (1708),155242.xml
86,Derbyshire,1712,Derbyshire Quarter Sessions: 1710s,1712,Q/SB/2/704,,Rowland Millington late constable of Kirke Ireton. Q/SB/2/704 (1712),155243.xml
87,Derbyshire,1713,Derbyshire Quarter Sessions: 1710s,1713,Q/SB/2/709,,"Joseph Jackson of Longston, labourer. Q/SB/2/709 (1713)",155243.xml
88,Derbyshire,1720,Derbyshire Quarter Sessions: 1720s,1720,Q/SB/2/779,,Sara Wollis of Hulland. Q/SB/2/779 (1720),155244.xml
89,Derbyshire,1723,Derbyshire Quarter Sessions: 1720s,1723,Q/SB/2/878,,"John Sowter of Duffeild, Sara his wife and nine children. Q/SB/2/878 (1723)",155244.xml
90,Derbyshire,1729,Derbyshire Quarter Sessions: 1720s,1729,Q/SB/2/1365,,"Thomas Loxley, a prisoner for debt in Derby gaol. Q/SB/2/1365 (1729)",155244.xml
91,Derbyshire,1737,Derbyshire Quarter Sessions: 1730s,1737,Q/SB/2/991,,"Henry Maulton, labourer. Q/SB/2/991 (1737)",155245.xml
92,Derbyshire,1737,Derbyshire Quarter Sessions: 1730s,1737,Q/SB/2/992,,The churchwardens and overseers of the poor and others of Dalbury and Dalbury Lee. Q/SB/2/992 (1737),155245.xml
93,Derbyshire,1738,Derbyshire Quarter Sessions: 1730s,1738,Q/SB/2/999,,"John Fisher, labourer. Q/SB/2/999 (1738)",155245.xml
94,Derbyshire,1770,Derbyshire Quarter Sessions: 1770s,1770,Q/SB/2/1146,,The churchwardens and overseers of the poor for the parish of Snelston. Q/SB/2/1146 (1770),155246.xml
95,Staffordshire,1589,Staffordshire Quarter Sessions: 1589,1589,Q/SR/16/1,,Richard Bennett and William Mason of Wolverhampton. Q/SR/16/1 (1589),155247.xml
96,Staffordshire,1589,Staffordshire Quarter Sessions: 1589,1589,Q/SR/21/4,,"John Tomkys of Bylston, gentleman, and Edward Marston of Yardley co Worcs, brickmaker. Q/SR/21/4 (1589)",155247.xml
97,Staffordshire,1589,Staffordshire Quarter Sessions: 1589,1589,Q/SR/21/12,,"Ranulphe Cradocke of Cotton Milne, prisoner. Q/SR/21/12 (1589)",155247.xml
98,Staffordshire,1599,Staffordshire Quarter Sessions: 1599,1599,Q/SR/70/10,,"Edward Howell of Butterall, yeoman. Q/SR/70/10 (1599)",155248.xml
99,Staffordshire,1599,Staffordshire Quarter Sessions: 1599,1599,Q/SR/70/11-12,,The inhabitants of Hatherton. Q/SR/70/11-12 (1599),155248.xml
100,Staffordshire,1609,Staffordshire Quarter Sessions: 1609,1609,Q/SR/108/43,,The constablewickes of the county bordering the king's highway between London and Westchester. Q/SR/108/43 (1609),155249.xml
101,Staffordshire,1609,Staffordshire Quarter Sessions: 1609,1609,Q/SR/108/67,,The inhabitants of the hundred of Seisdon. Q/SR/108/67 (1609),155249.xml
102,Staffordshire,1609,Staffordshire Quarter Sessions: 1609,1609,Q/SR/108/68,,"William Hancockes, constable of Wolverhampton. Q/SR/108/68 (1609)",155249.xml
103,Staffordshire,1609,Staffordshire Quarter Sessions: 1609,1609,Q/SR/108/69,,William Tudge and others on behalf of Walter Steward and George Smith. Q/SR/108/69 (1609),155249.xml
104,Staffordshire,1609,Staffordshire Quarter Sessions: 1609,1609,Q/SR/108/70,,Nickolas Yeamondes. Q/SR/108/70 (1609),155249.xml
105,Staffordshire,1609,Staffordshire Quarter Sessions: 1609,1609,Q/SR/108/71,,"Robert Hodgeskyn of Little Haywood, wheelwright. Q/SR/108/71 (1609)",155249.xml
106,Staffordshire,1609,Staffordshire Quarter Sessions: 1609,1609,Q/SR/108/72,,"The overseers of the poor of Gnossall, on behalf of the whole parish. Q/SR/108/72 (1609)",155249.xml
107,Staffordshire,1609,Staffordshire Quarter Sessions: 1609,1609,Q/SR/108/74,,"John Chadocke, John Saveage, John Williamson, Marey Osbarton and Anne Smyth, prisoners. Q/SR/108/74 (1609)",155249.xml
108,Staffordshire,1609,Staffordshire Quarter Sessions: 1609,1609,Q/SR/108/75,,Thomas Sheafe. Q/SR/108/75 (1609),155249.xml
109,Staffordshire,1609,Staffordshire Quarter Sessions: 1609,1609,Q/SR/108/76,,Margarett Dycher. Q/SR/108/76 (1609),155249.xml
110,Staffordshire,1609,Staffordshire Quarter Sessions: 1609,1609,Q/SR/109/43,,The parishioners of Sandon. Q/SR/109/43 (1609),155249.xml
111,Staffordshire,1609,Staffordshire Quarter Sessions: 1609,1609,Q/SR/109/59,,Anne Preasley. Q/SR/109/59 (1609),155249.xml
112,Staffordshire,1609,Staffordshire Quarter Sessions: 1609,1609,Q/SR/109/66,,"Elizabeth Davies, widow of Forbridge. Q/SR/109/66 (1609)",155249.xml
113,Staffordshire,1609,Staffordshire Quarter Sessions: 1609,1609,Q/SR/109/68,,"John Ward of Meere, husbandman, and William Craddocke of Forton. Q/SR/109/68 (1609)",155249.xml
114,Staffordshire,1609,Staffordshire Quarter Sessions: 1609,1609,Q/SR/110/35,,Prisoners in the county gaol. Q/SR/110/35 (1609),155249.xml
115,Staffordshire,1609,Staffordshire Quarter Sessions: 1609,1609,Q/SR/111/49,,Henrie Nayler of Walton. Q/SR/111/49 (1609),155249.xml
116,Staffordshire,1619,Staffordshire Quarter Sessions: 1619,1619,Q/SR/150/8,,The inhabitants of Routon and adjoining towns. Q/SR/150/8 (1619),155250.xml
117,Staffordshire,1619,Staffordshire Quarter Sessions: 1619,1619,Q/SR/150/9,,"William Hardeing, prisoner. Q/SR/150/9 (1619)",155250.xml
118,Staffordshire,1619,Staffordshire Quarter Sessions: 1619,1619,Q/SR/150/10,,"Richard Strickland, prisoner. Q/SR/150/10 (1619)",155250.xml
119,Staffordshire,1619,Staffordshire Quarter Sessions: 1619,1619,Q/SR/150/12,,"Humfry Blakemore of Brockhurst, yeoman. Q/SR/150/12 (1619)",155250.xml
120,Staffordshire,1619,Staffordshire Quarter Sessions: 1619,1619,Q/SR/150/14,,"Elizabeth Woodnett, widow. Q/SR/150/14 (1619)",155250.xml
121,Staffordshire,1619,Staffordshire Quarter Sessions: 1619,1619,Q/SR/150/15,,Thomas Burne. Q/SR/150/15 (1619),155250.xml
122,Staffordshire,1619,Staffordshire Quarter Sessions: 1619,1619,Q/SR/150/17,,The churchwardens and overseers of the poor for the parish of Trentham. Q/SR/150/17 (1619),155250.xml
123,Staffordshire,1619,Staffordshire Quarter Sessions: 1619,1619,Q/SR/150/21,,"John Aldred, constable, and Edward Burde, of Streetey. Q/SR/150/21 (1619)",155250.xml
124,Staffordshire,1619,Staffordshire Quarter Sessions: 1619,1619,Q/SR/150/22,,"Mathewe Smithe of Lichfield, clothworker. Q/SR/150/22 (1619)",155250.xml
125,Staffordshire,1619,Staffordshire Quarter Sessions: 1619,1619,Q/SR/150/23,,"Jone Sheafe, widow. Q/SR/150/23 (1619)",155250.xml
126,Staffordshire,1619,Staffordshire Quarter Sessions: 1619,1619,Q/SR/150/24,,The inhabitants of the parish of Leighe. Q/SR/150/24 (1619),155250.xml
127,Staffordshire,1619,Staffordshire Quarter Sessions: 1619,1619,Q/SR/150/25,,"Richard Gratwood of Stone, labourer. Q/SR/150/25 (1619)",155250.xml
128,Staffordshire,1619,Staffordshire Quarter Sessions: 1619,1619,Q/SR/150/26,,Humfrey Jones and four others of Eccleshall. Q/SR/150/26 (1619),155250.xml
129,Staffordshire,1619,Staffordshire Quarter Sessions: 1619,1619,Q/SR/150/30,,Robert Cowper of Handford. Q/SR/150/30 (1619),155250.xml
130,Staffordshire,1619,Staffordshire Quarter Sessions: 1619,1619,Q/SR/150/33,,"Nicholas Howes of Oulton, warrener. Q/SR/150/33 (1619)",155250.xml
131,Staffordshire,1619,Staffordshire Quarter Sessions: 1619,1619,Q/SR/151/16,,The inhabitants of Tettnall. Q/SR/151/16 (1619),155250.xml
132,Staffordshire,1619,Staffordshire Quarter Sessions: 1619,1619,Q/SR/151/21,,The inhabitants of Stoke upon Trent. Q/SR/151/21 (1619),155250.xml
133,Staffordshire,1619,Staffordshire Quarter Sessions: 1619,1619,Q/SR/151/22,,Roger Boulton and William Clowes of Hanford. Q/SR/151/22 (1619),155250.xml
134,Staffordshire,1619,Staffordshire Quarter Sessions: 1619,1619,Q/SR/152/26,,"Robert Leacrofte, Thomas Francis and John Goodale. Q/SR/152/26 (1619)",155250.xml
135,Staffordshire,1619,Staffordshire Quarter Sessions: 1619,1619,Q/SR/152/29,,"George Bate of Huntington, yeoman. Q/SR/152/29 (1619)",155250.xml
136,Staffordshire,1619,Staffordshire Quarter Sessions: 1619,1619,Q/SR/152/31,,John Horrobyn. Q/SR/152/31 (1619),155250.xml
137,Staffordshire,1619,Staffordshire Quarter Sessions: 1619,1619,Q/SR/152/38,,"Margery Smith, widow, and Eves Fletcher of Winington. Q/SR/152/38 (1619)",155250.xml
138,Staffordshire,1619,Staffordshire Quarter Sessions: 1619,1619,Q/SR/152/39,,"Richard Mason and Anne Bowen, widow. Q/SR/152/39 (1619)",155250.xml
139,Staffordshire,1619,Staffordshire Quarter Sessions: 1619,1619,Q/SR/152/44,,William Morrys and John Lees of Alveton. Q/SR/152/44 (1619),155250.xml
140,Staffordshire,1619,Staffordshire Quarter Sessions: 1619,1619,Q/SR/152/47,,Thomas Ford. Q/SR/152/47 (1619),155250.xml
141,Staffordshire,1619,Staffordshire Quarter Sessions: 1619,1619,Q/SR/152/51,,"John Coxe of Elford, milner. Q/SR/152/51 (1619)",155250.xml
142,Staffordshire,1619,Staffordshire Quarter Sessions: 1619,1619,Q/SR/152/53,,"John Boden, Richard Venibles, John Hareley and Thomas Stevenson. Q/SR/152/53 (1619)",155250.xml
143,Staffordshire,1629,Staffordshire Quarter Sessions: 1629,1629,Q/SR/190/4,,"George Whithurst of Checkley, miller. Q/SR/190/4 (1629)",155251.xml
144,Staffordshire,1629,Staffordshire Quarter Sessions: 1629,1629,Q/SR/190/5,,"William Swann of Stafford, labourer. Q/SR/190/5 (1629)",155251.xml
145,Staffordshire,1629,Staffordshire Quarter Sessions: 1629,1629,Q/SR/190/8,,"Henry Gouldsmith and Georg Adshead, overseers of the poor for the Castle parish. Q/SR/190/8 (1629)",155251.xml
146,Staffordshire,1629,Staffordshire Quarter Sessions: 1629,1629,Q/SR/190/10,,"William Salt and Ellice Hodson, overseers of the poor for the parish of Leigh. Q/SR/190/10 (1629)",155251.xml
147,Staffordshire,1629,Staffordshire Quarter Sessions: 1629,1629,Q/SR/190/11,,"Robert Smith of Strongshill, labourer. Q/SR/190/11 (1629)",155251.xml
148,Staffordshire,1629,Staffordshire Quarter Sessions: 1629,1629,Q/SR/190/12,,"John Beardmore, clerk. Q/SR/190/12 (1629)",155251.xml
149,Staffordshire,1629,Staffordshire Quarter Sessions: 1629,1629,Q/SR/190/13,,"Robert Moore of Checklie, butcher. Q/SR/190/13 (1629)",155251.xml
150,Staffordshire,1629,Staffordshire Quarter Sessions: 1629,1629,Q/SR/190/15,,Davie Pew and Jane his wife. Q/SR/190/15 (1629),155251.xml
151,Staffordshire,1629,Staffordshire Quarter Sessions: 1629,1629,Q/SR/190/17,,James Wilson of Forbridge. Q/SR/190/17 (1629),155251.xml
152,Staffordshire,1629,Staffordshire Quarter Sessions: 1629,1629,Q/SR/190/18,,"Humfre Sutton of Brockton, husbandman. Q/SR/190/18 (1629)",155251.xml
153,Staffordshire,1629,Staffordshire Quarter Sessions: 1629,1629,Q/SR/190/19,,Richard Roades. Q/SR/190/19 (1629),155251.xml
154,Staffordshire,1629,Staffordshire Quarter Sessions: 1629,1629,Q/SR/190/20,,William Button of Wolverhampton. Q/SR/190/20 (1629),155251.xml
155,Staffordshire,1629,Staffordshire Quarter Sessions: 1629,1629,Q/SR/190/21,,Thomas Sherratt. Q/SR/190/21 (1629),155251.xml
156,Staffordshire,1629,Staffordshire Quarter Sessions: 1629,1629,Q/SR/190/22,,John Hancockes of Sedgley. Q/SR/190/22 (1629),155251.xml
157,Staffordshire,1629,Staffordshire Quarter Sessions: 1629,1629,Q/SR/190/23,,"Ales Perrey, daughter of John Jurden and wife of Thomas Perrey of Wirley. Q/SR/190/23 (1629)",155251.xml
158,Staffordshire,1629,Staffordshire Quarter Sessions: 1629,1629,Q/SR/190/25,,The inhabitants of the town of Huntington. Q/SR/190/25 (1629),155251.xml
159,Staffordshire,1629,Staffordshire Quarter Sessions: 1629,1629,Q/SR/190/26,,"William Vincent, Thomas Hilman and John Holland, overseers of the poor of Kinvard. Q/SR/190/26 (1629)",155251.xml
160,Staffordshire,1629,Staffordshire Quarter Sessions: 1629,1629,Q/SR/190/27,,John Barnes of Uttoxeter. Q/SR/190/27 (1629),155251.xml
161,Staffordshire,1629,Staffordshire Quarter Sessions: 1629,1629,Q/SR/190/28,,"John Brett, prisoner. Q/SR/190/28 (1629)",155251.xml
162,Staffordshire,1629,Staffordshire Quarter Sessions: 1629,1629,Q/SR/191/6,,Morress Ellatt. Q/SR/191/6 (1629),155251.xml
163,Staffordshire,1629,Staffordshire Quarter Sessions: 1629,1629,Q/SR/191/13,,The parishioners of Church Eaton. Q/SR/191/13 (1629),155251.xml
164,Staffordshire,1629,Staffordshire Quarter Sessions: 1629,1629,Q/SR/191/15,,"Roger Barbour of Chesterton, co. Salop. Q/SR/191/15 (1629)",155251.xml
165,Staffordshire,1629,Staffordshire Quarter Sessions: 1629,1629,Q/SR/191/18,,The Churchwardens and Overseers of the poor of Blithfeild and Newton. Q/SR/191/18 (1629),155251.xml
166,Staffordshire,1629,Staffordshire Quarter Sessions: 1629,1629,Q/SR/191/19,,The Churchwardens and Overseers of the poor of Blithfeild and Newton. Q/SR/191/19 (1629),155251.xml
167,Staffordshire,1629,Staffordshire Quarter Sessions: 1629,1629,Q/SR/191/20,,John Perkins of Hopton. Q/SR/191/20 (1629),155251.xml
168,Staffordshire,1629,Staffordshire Quarter Sessions: 1629,1629,Q/SR/191/26,,"Katherine Gryme, a poor distressed widow. Q/SR/191/26 (1629)",155251.xml
169,Staffordshire,1629,Staffordshire Quarter Sessions: 1629,1629,Q/SR/192/6,,Francis Border and other prisoners in the county gaol. Q/SR/192/6 (1629),155251.xml
170,Staffordshire,1629,Staffordshire Quarter Sessions: 1629,1629,Q/SR/192/7,,"John Holland of Great Worley, laborer. Q/SR/192/7 (1629)",155251.xml
171,Staffordshire,1629,Staffordshire Quarter Sessions: 1629,1629,Q/SR/192/9,,The Constables of Bromley. Q/SR/192/9 (1629),155251.xml
172,Staffordshire,1629,Staffordshire Quarter Sessions: 1629,1629,Q/SR/192/12,,John Southworth. Q/SR/192/12 (1629),155251.xml
173,Staffordshire,1629,Staffordshire Quarter Sessions: 1629,1629,Q/SR/192/14,,"John Heeley of Trentham, husbandman. Q/SR/192/14 (1629)",155251.xml
174,Staffordshire,1629,Staffordshire Quarter Sessions: 1629,1629,Q/SR/192/15,,Thomas Tomkys of Wednesfeild. Q/SR/192/15 (1629),155251.xml
175,Staffordshire,1629,Staffordshire Quarter Sessions: 1629,1629,Q/SR/192/16,,William Smyth of Rowley Regis. Q/SR/192/16 (1629),155251.xml
176,Staffordshire,1629,Staffordshire Quarter Sessions: 1629,1629,Q/SR/192/17,,John Hickson of Newton. Q/SR/192/17 (1629),155251.xml
177,Staffordshire,1629,Staffordshire Quarter Sessions: 1629,1629,Q/SR/192/18,,William White. Q/SR/192/18 (1629),155251.xml
178,Staffordshire,1629,Staffordshire Quarter Sessions: 1629,1629,Q/SR/192/19,,Francys Dycher. Q/SR/192/19 (1629),155251.xml
179,Staffordshire,1629,Staffordshire Quarter Sessions: 1629,1629,Q/SR/192/20,,Inhabitants of Ridgley. Q/SR/192/20 (1629),155251.xml
180,Staffordshire,1629,Staffordshire Quarter Sessions: 1629,1629,Q/SR/192/21,,"John Tooth of Colton, husbandman. Q/SR/192/21 (1629)",155251.xml
181,Staffordshire,1629,Staffordshire Quarter Sessions: 1629,1629,Q/SR/193/9,,The Inhabitants of Talke upon the Hill. Q/SR/193/9 (1629),155251.xml
182,Staffordshire,1629,Staffordshire Quarter Sessions: 1629,1629,Q/SR/193/12,,Margerie Betson. Q/SR/193/12 (1629),155251.xml
183,Staffordshire,1629,Staffordshire Quarter Sessions: 1629,1629,Q/SR/193/13,,"Richard Morris of Acton Trussell, husbandman. Q/SR/193/13 (1629)",155251.xml
184,Staffordshire,1629,Staffordshire Quarter Sessions: 1629,1629,Q/SR/193/15,,John Cowap. Q/SR/193/15 (1629),155251.xml
185,Staffordshire,1629,Staffordshire Quarter Sessions: 1629,1629,Q/SR/193/18,,Edmund Heywood. Q/SR/193/18 (1629),155251.xml
186,Staffordshire,1629,Staffordshire Quarter Sessions: 1629,1629,Q/SR/193/22,,The inhabitants of Bradeley. Q/SR/193/22 (1629),155251.xml
187,Staffordshire,1629,Staffordshire Quarter Sessions: 1629,1629,Q/SR/193/28,,The overseers of the poore and chief inhabitants of Bromley Paget. Q/SR/193/28 (1629),155251.xml
188,Staffordshire,1629,Staffordshire Quarter Sessions: 1629,1629,Q/SR/193/34,,"Humfrey Bradbury of Burton upon Trent, glover. Q/SR/193/34 (1629)",155251.xml
189,Staffordshire,1639,Staffordshire Quarter Sessions: 1639,1639,Q/SR/236/3,,Lawrence Padmore of Eccleshall. Q/SR/236/3 (1639),155252.xml
190,Staffordshire,1639,Staffordshire Quarter Sessions: 1639,1639,Q/SR/236/4,,The inhabitants of Drayton in Hales. Q/SR/236/4 (1639),155252.xml
191,Staffordshire,1639,Staffordshire Quarter Sessions: 1639,1639,Q/SR/236/5,,"John Richardson of Oakeley, wheelwright. Q/SR/236/5 (1639)",155252.xml
192,Staffordshire,1639,Staffordshire Quarter Sessions: 1639,1639,Q/SR/236/6,,"George Fletcher of Eccleshall, shoemaker. Q/SR/236/6 (1639)",155252.xml
193,Staffordshire,1639,Staffordshire Quarter Sessions: 1639,1639,Q/SR/236/7,,Thomas Parker and Jane his wife. Q/SR/236/7 (1639),155252.xml
194,Staffordshire,1639,Staffordshire Quarter Sessions: 1639,1639,Q/SR/236/12,,Robeart Plevin of Chebsey. Q/SR/236/12 (1639),155252.xml
195,Staffordshire,1639,Staffordshire Quarter Sessions: 1639,1639,Q/SR/236/14,,"Raph Hatfeild, prisoner in Stafford gaol. Q/SR/236/14 (1639)",155252.xml
196,Staffordshire,1639,Staffordshire Quarter Sessions: 1639,1639,Q/SR/236/15,,"Alice Pratt and Johane Greene, prisoners in Stafford gaol. Q/SR/236/15 (1639)",155252.xml
197,Staffordshire,1639,Staffordshire Quarter Sessions: 1639,1639,Q/SR/236/16,,William Rabone. Q/SR/236/16 (1639),155252.xml
198,Staffordshire,1639,Staffordshire Quarter Sessions: 1639,1639,Q/SR/236/18,,Lawrence Mills. Q/SR/236/18 (1639),155252.xml
199,Staffordshire,1639,Staffordshire Quarter Sessions: 1639,1639,Q/SR/236/20,,John Offley of Bryneton. Q/SR/236/20 (1639),155252.xml
200,Staffordshire,1639,Staffordshire Quarter Sessions: 1639,1639,Q/SR/236/21,,Francis Cutter of the parish of Colwich. Q/SR/236/21 (1639),155252.xml
201,Staffordshire,1639,Staffordshire Quarter Sessions: 1639,1639,Q/SR/236/22,,"Roger Dios of Bagnold, shoemaker. Q/SR/236/22 (1639)",155252.xml
202,Staffordshire,1639,Staffordshire Quarter Sessions: 1639,1639,Q/SR/237/2,,"William Chatterley, John Boone, Thomas Ives, Ann Barlowe and Thomas Persall. Q/SR/237/2 (1639)",155252.xml
203,Staffordshire,1639,Staffordshire Quarter Sessions: 1639,1639,Q/SR/237/4,,Roger Marshe of Ober Penn. Q/SR/237/4 (1639),155252.xml
204,Staffordshire,1639,Staffordshire Quarter Sessions: 1639,1639,Q/SR/237/6,,"Mary Jumpe, prisoner in the Dungeon in Stafford. Q/SR/237/6 (1639)",155252.xml
205,Staffordshire,1639,Staffordshire Quarter Sessions: 1639,1639,Q/SR/237/8,,Robert Dodd of High Offley. Q/SR/237/8 (1639),155252.xml
206,Staffordshire,1639,Staffordshire Quarter Sessions: 1639,1639,Q/SR/237/9,,The Inhabitants of Heigh Offley. Q/SR/237/9 (1639),155252.xml
207,Staffordshire,1639,Staffordshire Quarter Sessions: 1639,1639,Q/SR/237/13,,"Arthur Dunne, prisoner in the dungeon. Q/SR/237/13 (1639)",155252.xml
208,Staffordshire,1639,Staffordshire Quarter Sessions: 1639,1639,Q/SR/237/16,,Joyce Janam of Ridglie. Q/SR/237/16 (1639),155252.xml
209,Staffordshire,1639,Staffordshire Quarter Sessions: 1639,1639,Q/SR/237/17,,Robert Watson. Q/SR/237/17 (1639),155252.xml
210,Staffordshire,1639,Staffordshire Quarter Sessions: 1639,1639,Q/SR/237/19,,Michael Shenton of Little Pipe. Q/SR/237/19 (1639),155252.xml
211,Staffordshire,1639,Staffordshire Quarter Sessions: 1639,1639,Q/SR/237/21,,"Joan Sutton, semster, of Norton in the Moores. Q/SR/237/21 (1639)",155252.xml
212,Staffordshire,1639,Staffordshire Quarter Sessions: 1639,1639,Q/SR/237/23,,"Robeart Plevin of Chebsey, mettleman. Q/SR/237/23 (1639)",155252.xml
213,Staffordshire,1639,Staffordshire Quarter Sessions: 1639,1639,Q/SR/237/24,,Inhabitants of Bishbury. Q/SR/237/24 (1639),155252.xml
214,Staffordshire,1639,Staffordshire Quarter Sessions: 1639,1639,Q/SR/239/6-7,,"William Chatterley of Careswell, plasterer. Q/SR/239/6-7 (1639)",155252.xml
215,Staffordshire,1639,Staffordshire Quarter Sessions: 1639,1639,Q/SR/239/9,,Robert Parkes of Pellsall and the Inhabitants of Pelsall. Q/SR/239/9 (1639),155252.xml
216,Staffordshire,1639,Staffordshire Quarter Sessions: 1639,1639,Q/SR/239/10,,Thomas Hanson and John Harrison of Willenhall. Q/SR/239/10 (1639),155252.xml
217,Staffordshire,1639,Staffordshire Quarter Sessions: 1639,1639,Q/SR/239/12,,John Birchenhead gentleman. Q/SR/239/12 (1639),155252.xml
218,Staffordshire,1639,Staffordshire Quarter Sessions: 1639,1639,Q/SR/239/13,,William Moulde of Drayton Bassett. Q/SR/239/13 (1639),155252.xml
219,Staffordshire,1639,Staffordshire Quarter Sessions: 1639,1639,Q/SR/239/16,,Robert Deakin of Maveson Ridware. Q/SR/239/16 (1639),155252.xml
220,Staffordshire,1639,Staffordshire Quarter Sessions: 1639,1639,Q/SR/239/17,,"Thomas Brekles, prisoner in the Dungeon in Stafford. Q/SR/239/17 (1639)",155252.xml
221,Staffordshire,1639,Staffordshire Quarter Sessions: 1639,1639,Q/SR/239/22,,Henry Prescote of Coulton. Q/SR/239/22 (1639),155252.xml
222,Staffordshire,1639,Staffordshire Quarter Sessions: 1639,1639,Q/SR/239/23,,The inhabitants of Uttoxetor Woodland. Q/SR/239/23 (1639),155252.xml
223,Staffordshire,1639,Staffordshire Quarter Sessions: 1639,1639,Q/SR/239/25,,The churchwardens and overseers of the poore of Stoke upon Trent. Q/SR/239/25 (1639),155252.xml
224,Staffordshire,1639,Staffordshire Quarter Sessions: 1639,1639,Q/SR/239/26,,John Cooke of the parish of Shenston. Q/SR/239/26 (1639),155252.xml
225,Staffordshire,1639,Staffordshire Quarter Sessions: 1639,1639,Q/SR/240/3,,"William Bacher of the parish of Armitage, labourer. Q/SR/240/3 (1639)",155252.xml
226,Staffordshire,1639,Staffordshire Quarter Sessions: 1639,1639,Q/SR/240/4,,"John Whitehurst and Roger Foden, overseers for Trentham Bridge. Q/SR/240/4 (1639)",155252.xml
227,Staffordshire,1639,Staffordshire Quarter Sessions: 1639,1639,Q/SR/240/6,,"The Churchwardens, overseers of the poor and other inhabitants of Duddeley, co. Worcs. Q/SR/240/6 (1639)",155252.xml
228,Staffordshire,1639,Staffordshire Quarter Sessions: 1639,1639,Q/SR/240/10,,"Robert Butterton of Longton, yeoman. Q/SR/240/10 (1639)",155252.xml
229,Staffordshire,1639,Staffordshire Quarter Sessions: 1639,1639,Q/SR/240/11,,Marie Ranshawe. Q/SR/240/11 (1639),155252.xml
230,Staffordshire,1639,Staffordshire Quarter Sessions: 1639,1639,Q/SR/240/12,,Randle Padmore of Newcastle. Q/SR/240/12 (1639),155252.xml
231,Staffordshire,1639,Staffordshire Quarter Sessions: 1639,1639,Q/SR/240/13,,Johane Godfrey the wife of Thomas Godfreye of Barton and de Needwood. Q/SR/240/13 (1639),155252.xml
232,Staffordshire,1639,Staffordshire Quarter Sessions: 1639,1639,Q/SR/240/14,,John Bearum. Q/SR/240/14 (1639),155252.xml
233,Staffordshire,1639,Staffordshire Quarter Sessions: 1639,1639,Q/SR/240/17,,Anthony son of Raphael Hunt of Coultow. Q/SR/240/17 (1639),155252.xml
234,Staffordshire,1639,Staffordshire Quarter Sessions: 1639,1639,Q/SR/240/18,,"Thomas Moor of Colwich, gunsmith. Q/SR/240/18 (1639)",155252.xml
235,Staffordshire,1639,Staffordshire Quarter Sessions: 1639,1639,Q/SR/240/19,,"Thomas Barnes, baker. Q/SR/240/19 (1639)",155252.xml
236,Staffordshire,1639,Staffordshire Quarter Sessions: 1639,1639,Q/SR/240/21,,"Richard Mason, William Hadley and Thomas Hadleye of Wolverhampton, prisoners. Q/SR/240/21 (1639)",155252.xml
237,Staffordshire,1639,Staffordshire Quarter Sessions: 1639,1639,Q/SR/240/22,,Inhabitants of the parish of Biddulphe in support of John Lees. Q/SR/240/22 (1639),155252.xml
238,Staffordshire,1649,Staffordshire Quarter Sessions: 1649,1649,Q/SR/265/1,,"Dorothy Bentely, widow of John Bentely of Leeke. Q/SR/265/1 (1649)",155253.xml
239,Staffordshire,1649,Staffordshire Quarter Sessions: 1649,1649,Q/SR/265/4,,"William Baggeley, a maimed soldier. Q/SR/265/4 (1649)",155253.xml
240,Staffordshire,1649,Staffordshire Quarter Sessions: 1649,1649,Q/SR/265/7-8,,William Hawkins of the parish of Madely. Q/SR/265/7-8 (1649),155253.xml
241,Staffordshire,1649,Staffordshire Quarter Sessions: 1649,1649,Q/SR/265/12,,"Richard Smith of Hednesford, p. Cannock, carpenter, and inhabitants of the parish. Q/SR/265/12 (1649)",155253.xml
